id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:quantity,field:quantity observed
35255907,fa2c0574-d944-463d-8782-469b06ec1167,2018/05/11 12:52 PM CDT,2018-05-11,2018-05-11 17:52:00 UTC,Central Time (US & Canada),723646,bbk-htx,,2019-11-03 22:01:34 UTC,2025-05-23 16:01:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35255907,https://inaturalist-open-data.s3.amazonaws.com/photos/55575351/medium.jpeg,,Mercer Arboretum,,4,0,false,,"Harris County, TX, USA",30.0346,-95.38812,8,,,,8,,,false,,,Mallotus,Mallotus japonicus,Mallotus,Plantae,452256,,
